Nr;Sekunden;DemandHeat;DemandPower;ProductionPV
8051;7245000;68;10;0
8052;7245900;76;10;0
8053;7246800;8;8;0
8054;7247700;4;10;0
8055;7248600;4;8;0
8056;7249500;68;7;0
8057;7250400;48;6;0
8058;7251300;4;4;0
8059;7252200;8;3;0
8060;7253100;8;3;0
8061;7254000;92;3;0
8062;7254900;8;3;0
8063;7255800;24;3;0
8064;7256700;8;3;0
8065;7257600;84;3;0
8066;7258500;68;3;0
8067;7259400;4;3;0
8068;7260300;8;3;0
8069;7261200;2;3;0
8070;7262100;88;3;0
8071;7263000;48;3;0
8072;7263900;88;3;0
8073;7264800;96;3;0
8074;7265700;88;3;0
8075;7266600;68;3;0
8076;7267500;32;3;0
8077;7268400;4;3;0
8078;7269300;36;3;0
8079;7270200;32;3;0
8080;7271100;16;3;0
8081;7272000;52;3;0
8082;7272900;76;3;0
8083;7273800;4;3;0
8084;7274700;76;3;0
8085;7275600;72;3;0
8086;7276500;24;3;0
8087;7277400;84;3;0
8088;7278300;64;3;0
8089;7279200;24;3;1
8090;7280100;51;28;1
8091;7281000;2;3;1
8092;7281900;24;3;1
8093;7282800;96;28;28,28
8094;7283700;88;28;28,28
8095;7284600;12;28;28,28
8096;7285500;44;28;28,28
8097;7286400;84;48;60,48
8098;7287300;12;48;60,48
8099;7288200;36;48;60,48
8100;7289100;2;48;60,48
8101;7290000;88;3;97
8102;7290900;84;3;97
8103;7291800;16;4;97
8104;7292700;84;6;97
8105;7293600;16;8;129,8
8106;7294500;56;8;129,8
8107;7295400;8;8;129,8
8108;7296300;64;8;129,8
8109;7297200;56;8;151,8
8110;7298100;32;8;151,8
8111;7299000;12;8;151,8
8112;7299900;96;8;151,8
8113;7300800;64;2;159,2
8114;7301700;6;2;159,2
8115;7302600;8;2;159,2
8116;7303500;72;2;159,2
8117;7304400;68;72;143,72
8118;7305300;96;72;143,72
8119;7306200;16;72;143,72
8120;7307100;68;72;143,72
8121;7308000;88;52;106,52
8122;7308900;96;52;106,52
8123;7309800;2;52;106,52
8124;7310700;28;52;106,52
8125;7311600;36;72;58,72
8126;7312500;88;72;58,72
8127;7313400;4;72;58,72
8128;7314300;96;72;58,72
8129;7315200;12;64;32,64
8130;7316100;36;64;32,64
8131;7317000;35;10;32,64
8132;7317900;12;64;32,64
8133;7318800;44;48;8,48
8134;7319700;88;48;8,48
8135;7320600;88;48;8,48
8136;7321500;92;48;8,48
8137;7322400;46;10;1,28
8138;7323300;8;28;1,28
8139;7324200;56;28;1,28
8140;7325100;96;28;1,28
8141;7326000;56;10;0
8142;7326900;28;10;0
8143;7327800;12;10;0
8144;7328700;2;10;0
8145;7329600;88;10;0
8146;7330500;4;8;0
8147;7331400;8;10;0
8148;7332300;84;10;0
8149;7333200;44;8;0
8150;7334100;28;10;0
8151;7335000;44;72;0
8152;7335900;48;7;0
8153;7336800;4;6;0
8154;7337700;6;4;0
8155;7338600;76;3;0
8156;7339500;88;3;0
8157;7340400;56;3;0
8158;7341300;2;3;0
8159;7342200;8;28;0
8160;7343100;16;3;0
8161;7344000;48;3;0
8162;7344900;56;3;0
8163;7345800;64;3;0
8164;7346700;72;3;0
8165;7347600;64;3;0
8166;7348500;76;3;0
8167;7349400;76;3;0
8168;7350300;72;3;0
8169;7351200;76;3;0
8170;7352100;72;3;0
8171;7353000;6;3;0
8172;7353900;36;3;0
8173;7354800;84;3;0
8174;7355700;28;3;0
8175;7356600;72;3;0
8176;7357500;16;28;0
8177;7358400;24;3;0
8178;7359300;28;3;0
8179;7360200;8;3;0
8180;7361100;48;3;0
8181;7362000;56;3;0
8182;7362900;52;3;0
8183;7363800;56;5;0
8184;7364700;72;7;0
8185;7365600;4;9;0
8186;7366500;68;11;0
8187;7367400;88;13;0
8188;7368300;48;13;0
8189;7369200;52;13;5
8190;7370100;50;48;5
8191;7371000;44;48;5
8192;7371900;32;13;5
8193;7372800;52;48;25,48
8194;7373700;8;48;25,48
8195;7374600;12;48;25,48
8196;7375500;84;48;25,48
8197;7376400;56;2;57,2
8198;7377300;96;2;57,2
8199;7378200;28;2;57,2
8200;7379100;4;2;57,2
8201;7380000;12;28;62,28
8202;7380900;96;28;62,28
8203;7381800;64;28;62,28
8204;7382700;32;28;62,28
8205;7383600;16;44;42,44
8206;7384500;68;44;42,44
8207;7385400;68;44;42,44
8208;7386300;68;44;42,44
8209;7387200;28;20;54,68
8210;7388100;28;68;54,68
8211;7389000;88;68;54,68
8212;7389900;96;68;54,68
8213;7390800;2;24;53,24
8214;7391700;56;24;53,24
8215;7392600;32;24;53,24
8216;7393500;88;24;53,24
8217;7394400;32;4;41,4
8218;7395300;56;4;41,4
8219;7396200;6;4;41,4
8220;7397100;64;4;41,4
8221;7398000;72;92;33,92
8222;7398900;16;92;33,92
8223;7399800;4;92;33,92
8224;7400700;56;92;33,92
8225;7401600;32;56;26,56
8226;7402500;52;56;26,56
8227;7403400;76;56;26,56
8228;7404300;68;56;26,56
8229;7405200;52;96;11,96
8230;7406100;84;20;11,96
8231;7407000;64;96;11,96
8232;7407900;24;96;11,96
8233;7408800;68;4;0,04
8234;7409700;16;4;0,04
8235;7410600;92;4;0,04
8236;7411500;64;4;0,04
8237;7412400;43;24;0
8238;7413300;28;11;0
8239;7414200;28;10;0
8240;7415100;2;10;0
8241;7416000;28;10;0
8242;7416900;24;8;0
8243;7417800;36;10;0
8244;7418700;56;10;0
8245;7419600;32;10;0
8246;7420500;32;10;0
8247;7421400;36;8;0
8248;7422300;36;7;0
8249;7423200;8;6;0
8250;7424100;76;4;0
8251;7425000;28;3;0
8252;7425900;76;3;0
8253;7426800;64;3;0
8254;7427700;64;3;0
8255;7428600;4;3;0
8256;7429500;16;3;0
8257;7430400;48;3;0
8258;7431300;56;3;0
8259;7432200;8;3;0
8260;7433100;44;3;0
8261;7434000;28;28;0
8262;7434900;84;3;0
8263;7435800;48;3;0
8264;7436700;4;3;0
8265;7437600;16;3;0
8266;7438500;8;3;0
8267;7439400;12;28;0
8268;7440300;8;3;0
8269;7441200;48;3;0
8270;7442100;24;3;0
8271;7443000;13;0;0
8272;7443900;8;28;0
8273;7444800;48;3;0
8274;7445700;6;3;0
8275;7446600;52;3;0
8276;7447500;12;3;0
8277;7448400;6;3;0
8278;7449300;96;3;0
8279;7450200;8;5;0
8280;7451100;52;7;0
8281;7452000;76;4;1,4
8282;7452900;32;4;1,4
8283;7453800;12;4;1,4
8284;7454700;68;4;1,4
8285;7455600;64;68;25,68
8286;7456500;28;68;25,68
8287;7457400;16;13;25,68
8288;7458300;96;68;25,68
8289;7459200;24;24;63,24
8290;7460100;2;24;63,24
8291;7461000;52;24;63,24
8292;7461900;16;24;63,24
8293;7462800;84;13;88
8294;7463700;24;13;88
8295;7464600;2;14;88
8296;7465500;32;16;88
8297;7466400;6;2;111,2
8298;7467300;65;18;111,2
8299;7468200;2;2;111,2
8300;7469100;6;2;111,2
8301;7470000;4;68;140,68
8302;7470900;4;68;140,68
8303;7471800;68;68;140,68
8304;7472700;16;68;140,68
8305;7473600;6;20;135,28
8306;7474500;2;28;135,28
8307;7475400;4;28;135,28
8308;7476300;6;28;135,28
8309;7477200;64;4;120,4
8310;7478100;80;20;120,4
8311;7479000;6;4;120,4
8312;7479900;2;4;120,4
8313;7480800;76;20;93
8314;7481700;24;20;93
8315;7482600;36;20;93
8316;7483500;96;20;93
8317;7484400;84;8;59,8
8318;7485300;52;8;59,8
8319;7486200;32;8;59,8
8320;7487100;2;8;59,8
8321;7488000;4;32;30,32
8322;7488900;4;32;30,32
8323;7489800;84;32;30,32
8324;7490700;48;32;30,32
8325;7491600;6;76;12,76
8326;7492500;4;20;12,76
8327;7493400;76;76;12,76
8328;7494300;4;76;12,76
8329;7495200;68;28;0,28
8330;7496100;16;28;0,28
8331;7497000;24;28;0,28
8332;7497900;28;28;0,28
8333;7498800;24;12;0
8334;7499700;36;11;0
8335;7500600;56;10;0
8336;7501500;76;10;0
8337;7502400;76;10;0
8338;7503300;92;8;0
8339;7504200;12;10;0
8340;7505100;4;10;0
8341;7506000;52;10;0
8342;7506900;4;10;0
8343;7507800;36;8;0
8344;7508700;96;7;0
8345;7509600;72;6;0
8346;7510500;52;4;0
8347;7511400;52;3;0
8348;7512300;56;3;0
8349;7513200;52;3;0
8350;7514100;48;3;0
8351;7515000;48;3;0
8352;7515900;48;3;0
8353;7516800;48;3;0
8354;7517700;48;3;0
8355;7518600;48;3;0
8356;7519500;52;3;0
8357;7520400;52;28;0
8358;7521300;56;3;0
8359;7522200;56;3;0
8360;7523100;6;3;0
8361;7524000;64;3;0
8362;7524900;64;3;0
8363;7525800;72;3;0
8364;7526700;76;3;0
8365;7527600;76;3;0
8366;7528500;8;3;0
8367;7529400;84;28;0
8368;7530300;84;28;0
8369;7531200;76;3;0
8370;7532100;84;3;0
8371;7533000;36;3;0
8372;7533900;68;3;0
8373;7534800;48;3;0
8374;7535700;44;3;0
8375;7536600;4;5;0
8376;7537500;42;36;0
8377;7538400;72;88;1,88
8378;7539300;44;88;1,88
8379;7540200;24;88;1,88
8380;7541100;12;88;1,88
8381;7542000;37;13;29,28
8382;7542900;84;28;29,28
8383;7543800;52;13;29,28
8384;7544700;16;28;29,28
8385;7545600;8;16;60,16
8386;7546500;88;16;60,16
8387;7547400;64;16;60,16
8388;7548300;64;16;60,16
8389;7549200;8;8;96,8
8390;7550100;8;8;96,8
8391;7551000;76;8;96,8
8392;7551900;4;8;96,8
8393;7552800;88;88;127,88
8394;7553700;92;88;127,88
8395;7554600;32;88;127,88
8396;7555500;92;88;127,88
8397;7556400;24;4;149,4
8398;7557300;8;4;149,4
8399;7558200;72;4;149,4
8400;7559100;48;4;149,4
8401;7560000;96;20;155,04
8402;7560900;52;4;155,04
8403;7561800;2;4;155,04
8404;7562700;8;4;155,04
8405;7563600;4;32;140,32
8406;7564500;4;32;140,32
8407;7565400;81;20;140,32
8408;7566300;87;20;140,32
8409;7567200;83;20;103,28
8410;7568100;82;20;103,28
8411;7569000;87;20;103,28
8412;7569900;68;20;103,28
8413;7570800;67;24;59
8414;7571700;53;24;59
8415;7572600;42;24;59
8416;7573500;51;24;59
8417;7574400;52;20;33,56
8418;7575300;48;20;33,56
8419;7576200;58;20;33,56
8420;7577100;52;20;33,56
8421;7578000;8;4;9,04
8422;7578900;65;24;9,04
8423;7579800;51;19;9,04
8424;7580700;4;4;9,04
8425;7581600;8;8;1,8
8426;7582500;53;16;1,8
8427;7583400;63;14;1,8
8428;7584300;53;13;1,8
8429;7585200;43;24;0
8430;7586100;4;11;0
8431;7587000;8;10;0
8432;7587900;16;10;0
8433;7588800;16;10;0
8434;7589700;2;8;0
8435;7590600;24;10;0
8436;7591500;28;10;0
8437;7592400;92;10;0
8438;7593300;28;10;0
8439;7594200;8;8;0
8440;7595100;8;7;0
8441;7596000;76;6;0
8442;7596900;48;4;0
8443;7597800;48;3;0
8444;7598700;48;3;0
8445;7599600;48;3;0
8446;7600500;48;3;0
8447;7601400;48;3;0
8448;7602300;48;3;0
8449;7603200;48;3;0
8450;7604100;48;3;0
8451;7605000;48;3;0
8452;7605900;48;3;0
8453;7606800;48;28;0
8454;7607700;48;3;0
8455;7608600;48;3;0
8456;7609500;48;3;0
8457;7610400;48;3;0
8458;7611300;48;3;0
8459;7612200;48;3;0
8460;7613100;48;3;0
8461;7614000;48;3;0
8462;7614900;48;3;0
8463;7615800;48;28;0
8464;7616700;48;28;0
8465;7617600;48;3;0
8466;7618500;48;3;0
8467;7619400;12;3;0
8468;7620300;72;3;0
8469;7621200;64;3;0
8470;7622100;36;3;0
8471;7623000;56;5;0
8472;7623900;8;7;0
8473;7624800;88;68;1,68
8474;7625700;8;68;1,68
8475;7626600;68;68;1,68
8476;7627500;32;68;1,68
8477;7628400;32;52;30,52
8478;7629300;4;52;30,52
8479;7630200;8;13;30,52
8480;7631100;16;52;30,52
8481;7632000;72;2;56,2
8482;7632900;52;2;56,2
8483;7633800;16;2;56,2
8484;7634700;88;2;56,2
8485;7635600;64;6;87,6
8486;7636500;32;6;87,6
8487;7637400;48;6;87,6
8488;7638300;8;6;87,6
8489;7639200;32;32;115,32
8490;7640100;96;32;115,32
8491;7641000;16;32;115,32
8492;7641900;72;32;115,32
8493;7642800;36;44;141,44
8494;7643700;6;44;141,44
8495;7644600;2;44;141,44
8496;7645500;8;44;141,44
8497;7646400;8;20;153,16
8498;7647300;4;16;153,16
8499;7648200;4;16;153,16
8500;7649100;61;20;153,16
8501;7650000;77;20;139,48
8502;7650900;80;20;139,48
8503;7651800;81;20;139,48
8504;7652700;87;20;139,48
8505;7653600;83;20;86,8
8506;7654500;82;20;86,8
8507;7655400;87;20;86,8
8508;7656300;68;20;86,8
8509;7657200;67;20;51,64
8510;7658100;53;20;51,64
8511;7659000;42;20;51,64
8512;7659900;51;20;51,64
8513;7660800;52;20;27,8
8514;7661700;4;8;27,8
8515;7662600;4;8;27,8
8516;7663500;4;8;27,8
8517;7664400;49;20;7,76
8518;7665300;65;24;7,76
8519;7666200;51;19;7,76
8520;7667100;77;18;7,76
8521;7668000;59;17;0,72
8522;7668900;53;16;0,72
8523;7669800;63;14;0,72
8524;7670700;53;13;0,72
8525;7671600;43;24;0
8526;7672500;51;16;0
8527;7673400;56;8;0
8528;7674300;51;8;0
8529;7675200;66;8;0
8530;7676100;61;22;0
8531;7677000;73;8;0
8532;7677900;4;10;0
8533;7678800;2;10;0
8534;7679700;24;10;0
8535;7680600;32;8;0
8536;7681500;44;7;0
8537;7682400;6;6;0
8538;7683300;28;64;0
8539;7684200;14;28;0
8540;7685100;39;28;0
8541;7686000;21;28;0
8542;7686900;24;28;0
8543;7687800;48;3;0
8544;7688700;48;3;0
8545;7689600;48;3;0
8546;7690500;48;3;0
8547;7691400;48;3;0
8548;7692300;48;3;0
8549;7693200;48;28;0
8550;7694100;48;3;0
8551;7695000;48;3;0
8552;7695900;48;3;0
8553;7696800;48;3;0
8554;7697700;48;3;0
8555;7698600;48;3;0
8556;7699500;48;3;0
8557;7700400;48;3;0
8558;7701300;48;3;0
8559;7702200;48;28;0
8560;7703100;48;28;0
8561;7704000;48;3;0
8562;7704900;48;3;0
8563;7705800;52;3;0
8564;7706700;52;3;0
8565;7707600;48;3;0
8566;7708500;28;3;0
8567;7709400;44;5;0
8568;7710300;28;7;0
8569;7711200;88;9;0
8570;7712100;72;11;0
8571;7713000;28;13;0
8572;7713900;36;13;0
8573;7714800;48;52;2,52
8574;7715700;88;52;2,52
8575;7716600;28;13;2,52
8576;7717500;84;52;2,52
8577;7718400;64;6;21,6
8578;7719300;44;6;21,6
8579;7720200;6;6;21,6
8580;7721100;68;6;21,6
8581;7722000;28;32;49,32
8582;7722900;84;32;49,32
8583;7723800;12;32;49,32
8584;7724700;4;32;49,32
8585;7725600;92;64;60,64
8586;7726500;64;64;60,64
8587;7727400;32;64;60,64
8588;7728300;92;64;60,64
8589;7729200;44;28;107,28
8590;7730100;96;28;107,28
8591;7731000;8;28;107,28
8592;7731900;2;28;107,28
8593;7732800;56;20;142,08
8594;7733700;4;8;142,08
8595;7734600;4;8;142,08
8596;7735500;84;8;142,08
8597;7736400;52;8;107,08
8598;7737300;36;8;107,08
8599;7738200;36;8;107,08
8600;7739100;28;8;107,08
8601;7740000;4;72;63,72
8602;7740900;8;72;63,72
8603;7741800;32;72;63,72
8604;7742700;96;72;63,72
8605;7743600;76;52;45,52
8606;7744500;24;52;45,52
8607;7745400;76;52;45,52
8608;7746300;6;52;45,52
8609;7747200;52;20;29,56
8610;7748100;8;56;29,56
8611;7749000;52;56;29,56
8612;7749900;68;56;29,56
8613;7750800;84;88;14,88
8614;7751700;88;20;14,88
8615;7752600;44;88;14,88
8616;7753500;84;88;14,88
8617;7754400;12;12;2,12
8618;7755300;12;12;2,12
8619;7756200;16;12;2,12
8620;7757100;2;12;2,12
8621;7758000;12;12;0
8622;7758900;16;11;0
8623;7759800;2;10;0
8624;7760700;24;10;0
8625;7761600;24;10;0
8626;7762500;28;8;0
8627;7763400;36;10;0
8628;7764300;52;10;0
8629;7765200;6;10;0
8630;7766100;64;10;0
8631;7767000;92;8;0
8632;7767900;38;36;0
8633;7768800;32;6;0
8634;7769700;28;64;0
8635;7770600;48;3;0
8636;7771500;48;3;0
8637;7772400;48;3;0
8638;7773300;48;3;0
8639;7774200;48;3;0
8640;7775100;48;3;0
8641;7776000;48;3;0
8642;7776900;48;3;0
8643;7777800;48;3;0
8644;7778700;48;3;0
8645;7779600;48;3;0
8646;7780500;48;3;0
8647;7781400;48;3;0
8648;7782300;48;3;0
8649;7783200;48;3;0
8650;7784100;48;3;0
8651;7785000;48;3;0
8652;7785900;48;3;0
8653;7786800;48;3;0
8654;7787700;52;3;0
8655;7788600;52;3;0
8656;7789500;56;3;0
8657;7790400;56;3;0
8658;7791300;56;3;0
8659;7792200;48;3;0
8660;7793100;12;3;0
8661;7794000;4;3;0
8662;7794900;24;3;0
8663;7795800;6;4;0
8664;7796700;44;5;0
8665;7797600;23;6;5,24
8666;7798500;52;24;5,24
8667;7799400;48;24;5,24
8668;7800300;59;8;5,24
8669;7801200;4;44;32,44
8670;7802100;4;44;32,44
8671;7803000;76;44;32,44
8672;7803900;88;44;32,44
8673;7804800;32;8;66
8674;7805700;52;8;66
8675;7806600;84;8;66
8676;7807500;4;8;66
8677;7808400;44;8;103,08
8678;7809300;68;8;103,08
8679;7810200;8;8;103,08
8680;7811100;52;8;103,08
8681;7812000;4;8;134,08
8682;7812900;28;8;134,08
8683;7813800;28;8;134,08
8684;7814700;16;8;134,08
8685;7815600;2;4;153,4
8686;7816500;2;4;153,4
8687;7817400;8;4;153,4
8688;7818300;8;4;153,4
8689;7819200;28;24;160,24
8690;7820100;72;24;160,24
8691;7821000;44;24;160,24
8692;7821900;56;24;160,24
8693;7822800;28;68;146,68
8694;7823700;4;68;146,68
8695;7824600;52;68;146,68
8696;7825500;88;68;146,68
8697;7826400;48;6;109,6
8698;7827300;8;6;109,6
8699;7828200;68;6;109,6
8700;7829100;28;6;109,6
8701;7830000;4;96;67,96
8702;7830900;28;96;67,96
8703;7831800;12;96;67,96
8704;7832700;96;96;67,96
8705;7833600;8;84;36,84
8706;7834500;32;84;36,84
8707;7835400;16;84;36,84
8708;7836300;96;84;36,84
8709;7837200;84;84;10,84
8710;7838100;8;84;10,84
8711;7839000;12;84;10,84
8712;7839900;24;84;10,84
8713;7840800;24;28;4,28
8714;7841700;24;28;4,28
8715;7842600;32;28;4,28
8716;7843500;52;28;4,28
8717;7844400;36;10;0
8718;7845300;48;10;0
8719;7846200;64;10;0
8720;7847100;84;10;0
8721;7848000;8;10;0
8722;7848900;92;8;0
8723;7849800;12;10;0
8724;7850700;44;10;0
8725;7851600;32;8;0
8726;7852500;12;10;0
8727;7853400;8;8;0
8728;7854300;76;7;0
8729;7855200;52;6;0
8730;7856100;48;4;0
8731;7857000;48;3;0
8732;7857900;48;3;0
8733;7858800;48;3;0
8734;7859700;48;3;0
8735;7860600;48;3;0
8736;7861500;48;3;0
8737;7862400;48;3;0
8738;7863300;48;3;0
8739;7864200;48;3;0
8740;7865100;48;3;0
8741;7866000;48;3;0
8742;7866900;48;3;0
8743;7867800;48;3;0
8744;7868700;48;3;0
8745;7869600;48;3;0
8746;7870500;48;3;0
8747;7871400;48;3;0
8748;7872300;52;3;0
8749;7873200;52;3;0
8750;7874100;52;3;0
8751;7875000;56;3;0
8752;7875900;56;3;0
8753;7876800;56;3;0
8754;7877700;56;3;0
8755;7878600;16;3;0
8756;7879500;24;3;0
8757;7880400;4;3;0
8758;7881300;92;3;0
8759;7882200;24;3;0
8760;7883100;4;3;0
8761;7884000;16;2;6,2
8762;7884900;76;2;6,2
8763;7885800;76;2;6,2
8764;7886700;8;2;6,2
8765;7887600;4;44;33,44
8766;7888500;52;44;33,44
8767;7889400;36;44;33,44
8768;7890300;36;44;33,44
8769;7891200;28;16;68,16
8770;7892100;4;16;68,16
8771;7893000;36;16;68,16
8772;7893900;88;16;68,16
8773;7894800;4;44;105,44
8774;7895700;96;44;105,44
8775;7896600;12;44;105,44
8776;7897500;56;44;105,44
8777;7898400;36;76;136,76
8778;7899300;32;76;136,76
8779;7900200;36;76;136,76
8780;7901100;4;76;136,76
8781;7902000;52;10;155
8782;7902900;56;10;155
8783;7903800;36;10;155
8784;7904700;2;10;155
8785;7905600;84;92;160,92
8786;7906500;52;92;160,92
8787;7907400;52;92;160,92
8788;7908300;68;92;160,92
8789;7909200;76;24;146,24
8790;7910100;24;24;146,24
8791;7911000;8;24;146,24
8792;7911900;4;24;146,24
8793;7912800;4;44;108,44
8794;7913700;124;10;108,44
8795;7914600;80;10;108,44
8796;7915500;133;10;108,44
8797;7916400;77;10;66,88
8798;7917300;64;10;66,88
8799;7918200;78;10;66,88
8800;7919100;56;10;66,88
8801;7920000;55;10;36,4
8802;7920900;51;10;36,4
8803;7921800;35;10;36,4
8804;7922700;43;10;36,4
8805;7923600;16;68;10,68
8806;7924500;8;68;10,68
8807;7925400;12;68;10,68
8808;7926300;12;68;10,68
8809;7927200;46;10;4,4
8810;7928100;61;10;4,4
8811;7929000;33;10;4,4
8812;7929900;45;10;4,4
8813;7930800;61;8;0
8814;7931700;4;10;0
8815;7932600;8;10;0
8816;7933500;16;10;0
8817;7934400;16;10;0
8818;7935300;16;8;0
8819;7936200;2;10;0
8820;7937100;2;10;0
8821;7938000;8;8;0
8822;7938900;8;10;0
8823;7939800;52;8;0
8824;7940700;38;36;0
8825;7941600;88;6;0
8826;7942500;30;64;0
8827;7943400;29;28;0
8828;7944300;17;28;0
8829;7945200;48;3;0
8830;7946100;48;3;0
8831;7947000;48;28;0
8832;7947900;48;3;0
8833;7948800;48;3;0
8834;7949700;48;3;0
8835;7950600;48;3;0
8836;7951500;48;3;0
8837;7952400;48;3;0
8838;7953300;48;3;0
8839;7954200;48;3;0
8840;7955100;48;3;0
8841;7956000;48;3;0
8842;7956900;48;3;0
8843;7957800;48;3;0
8844;7958700;48;3;0
8845;7959600;48;3;0
8846;7960500;52;3;0
8847;7961400;52;3;0
8848;7962300;52;28;0
8849;7963200;52;3;0
8850;7964100;52;3;0
8851;7965000;92;3;0
8852;7965900;24;3;0
8853;7966800;44;3;0
8854;7967700;64;3;0
8855;7968600;27;32;0
8856;7969500;28;7;0
8857;7970400;52;52;6,52
8858;7971300;30;11;6,52
8859;7972200;12;52;6,52
8860;7973100;4;52;6,52
8861;7974000;88;92;33,92
8862;7974900;36;92;33,92
8863;7975800;32;48;33,92
8864;7976700;4;92;33,92
8865;7977600;44;4;68,04
8866;7978500;52;4;68,04
8867;7979400;24;4;68,04
8868;7980300;2;4;68,04
8869;7981200;48;72;103,72
8870;7982100;64;72;103,72
8871;7983000;4;72;103,72
8872;7983900;72;72;103,72
8873;7984800;96;52;133,52
8874;7985700;16;52;133,52
8875;7986600;4;52;133,52
8876;7987500;44;52;133,52
8877;7988400;24;84;153,84
8878;7989300;16;84;153,84
8879;7990200;44;84;153,84
8880;7991100;44;84;153,84
8881;7992000;96;20;160,52
8882;7992900;64;52;160,52
8883;7993800;44;52;160,52
8884;7994700;24;52;160,52
8885;7995600;2;64;146,64
8886;7996500;12;64;146,64
8887;7997400;8;64;146,64
8888;7998300;4;64;146,64
8889;7999200;4;52;107,52
8890;8000100;4;52;107,52
8891;8001000;87;20;107,52
8892;8001900;68;20;107,52
8893;8002800;67;20;66,64
8894;8003700;53;20;66,64
8895;8004600;42;20;66,64
8896;8005500;51;20;66,64
8897;8006400;52;20;36,36
8898;8007300;48;20;36,36
8899;8008200;58;20;36,36
8900;8009100;52;20;36,36
8901;8010000;8;56;10,56
8902;8010900;65;24;10,56
8903;8011800;51;19;10,56
8904;8012700;4;56;10,56
8905;8013600;59;17;4,56
8906;8014500;53;16;4,56
8907;8015400;63;14;4,56
8908;8016300;53;13;4,56
8909;8017200;43;24;0
8910;8018100;51;16;0
8911;8019000;56;8;0
8912;8019900;51;8;0
8913;8020800;66;8;0
8914;8021700;61;44;0
8915;8022600;73;8;0
8916;8023500;59;8;0
8917;8024400;16;10;0
8918;8025300;2;10;0
8919;8026200;24;8;0
8920;8027100;32;7;0
8921;8028000;16;6;0
8922;8028900;28;64;0
8923;8029800;14;28;0
8924;8030700;39;28;0
8925;8031600;21;28;0
8926;8032500;24;28;0
8927;8033400;34;28;0
8928;8034300;14;28;0
8929;8035200;48;3;0
8930;8036100;48;3;0
8931;8037000;48;3;0
8932;8037900;48;3;0
8933;8038800;48;28;0
8934;8039700;48;3;0
8935;8040600;48;3;0
8936;8041500;48;3;0
8937;8042400;48;3;0
8938;8043300;48;3;0
8939;8044200;48;3;0
8940;8045100;48;3;0
8941;8046000;48;3;0
8942;8046900;48;3;0
8943;8047800;48;28;0
8944;8048700;48;28;0
8945;8049600;48;3;0
8946;8050500;48;3;0
8947;8051400;8;3;0
8948;8052300;84;3;0
8949;8053200;44;3;0
8950;8054100;2;3;0
8951;8055000;56;5;0
8952;8055900;92;7;0
8953;8056800;88;88;4,88
8954;8057700;6;88;4,88
8955;8058600;44;88;4,88
8956;8059500;2;88;4,88
8957;8060400;28;16;33,16
8958;8061300;12;16;33,16
8959;8062200;36;13;33,16
8960;8063100;92;16;33,16
8961;8064000;76;56;66,56
8962;8064900;32;56;66,56
8963;8065800;64;56;66,56
8964;8066700;8;56;66,56
8965;8067600;68;8;103,08
8966;8068500;44;8;103,08
8967;8069400;32;8;103,08
8968;8070300;56;8;103,08
8969;8071200;52;88;132,88
8970;8072100;84;88;132,88
8971;8073000;92;88;132,88
8972;8073900;72;88;132,88
8973;8074800;72;32;151,32
8974;8075700;32;32;151,32
8975;8076600;12;32;151,32
8976;8077500;8;32;151,32
8977;8078400;4;20;157,16
8978;8079300;4;16;157,16
8979;8080200;4;16;157,16
8980;8081100;61;20;157,16
8981;8082000;77;20;143,68
8982;8082900;80;20;143,68
8983;8083800;81;20;143,68
8984;8084700;87;20;143,68
8985;8085600;83;20;97,96
8986;8086500;82;20;97,96
8987;8087400;87;20;97,96
8988;8088300;68;20;97,96
8989;8089200;67;20;65,12
8990;8090100;53;20;65,12
8991;8091000;42;20;65,12
8992;8091900;51;20;65,12
8993;8092800;52;20;39,52
8994;8093700;48;20;39,52
8995;8094600;58;20;39,52
8996;8095500;52;20;39,52
8997;8096400;4;96;11,96
8998;8097300;4;20;11,96
8999;8098200;51;19;11,96
9000;8099100;77;18;11,96
9001;8100000;59;17;4,56
9002;8100900;53;16;4,56
9003;8101800;63;14;4,56
9004;8102700;53;13;4,56
9005;8103600;43;24;0
9006;8104500;51;16;0
9007;8105400;56;8;0
9008;8106300;51;8;0
9009;8107200;66;8;0
9010;8108100;61;11;0
9011;8109000;73;8;0
9012;8109900;59;8;0
9013;8110800;58;8;0
9014;8111700;4;10;0
9015;8112600;4;8;0
9016;8113500;4;7;0
9017;8114400;24;6;0
9018;8115300;28;64;0
9019;8116200;14;28;0
9020;8117100;39;28;0
9021;8118000;21;28;0
9022;8118900;24;28;0
9023;8119800;34;28;0
9024;8120700;14;28;0
9025;8121600;21;28;0
9026;8122500;12;28;0
9027;8123400;13;28;0
9028;8124300;13;28;0
9029;8125200;15;6;0
9030;8126100;14;28;0
9031;8127000;20;28;0
9032;8127900;48;3;0
9033;8128800;48;3;0
9034;8129700;48;3;0
9035;8130600;48;3;0
9036;8131500;48;3;0
9037;8132400;48;3;0
9038;8133300;48;3;0
9039;8134200;48;28;0
9040;8135100;48;28;0
9041;8136000;22;28;0
9042;8136900;14;28;0
9043;8137800;28;28;0
9044;8138700;29;28;0
9045;8139600;12;3;0
9046;8140500;12;3;0
9047;8141400;32;5;0
9048;8142300;8;7;0
9049;8143200;28;12;3,12
9050;8144100;6;12;3,12
